PeakID (cmd=annotatePeaks.pl /mnt/beegfs/home/s430452/epigenetics/results/s10_dif_summits/master_summits_static.bed hg38 -size 200,200)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
master_peak_311	chr5	5394811	5394811	+	127.909	NA	Intergenic	Intergenic	-27866	NM_015325	23379	Hs.449296	NM_015325	ENSG00000164151	ICE1	KIAA0947	interactor of little elongation complex ELL subunit 1	protein-coding
master_peak_2625	chr5	60652607	60652607	+	127.866	NA	intron (NM_001145208, intron 2 of 9)	intron (NM_001145208, intron 2 of 9)	47559	NM_001145208	55789	Hs.482233	NM_018369	ENSG00000035499	DEPDC1B	BRCC3|XTP1	DEP domain containing 1B	protein-coding
master_peak_3316	chr5	75412963	75412963	+	127.853	NA	intron (NM_031361, intron 7 of 16)	Tigger3b|DNA|TcMar-Tigger	75743	NM_000859	3156	Hs.628096	NM_000859	ENSG00000113161	HMGCR	LDLCQ3	3-hydroxy-3-methylglutaryl-CoA reductase	protein-coding
master_peak_4070	chr5	92018174	92018174	+	127.839	NA	Intergenic	Intergenic	-634857	NM_001329672	57561	Hs.24684	NM_020801	ENSG00000113369	ARRDC3	TLIMP	arrestin domain containing 3	protein-coding
master_peak_6541	chr5	143606755	143606755	+	127.755	NA	Intergenic	L1ME4b|LINE|L1	-73105	NR_049829	100846991		NR_049829	ENSG00000266478	MIR5197	-	microRNA 5197	ncRNA
master_peak_1527	chr5	34687205	34687205	+	127.687	NA	promoter-TSS (NM_001145523)	promoter-TSS (NM_001145523)	-354	NM_001145523	26064	Hs.431400	NM_015577	ENSG00000039560	RAI14	NORPEG|RAI13	retinoic acid induced 14	protein-coding
master_peak_5363	chr5	123814340	123814340	+	127.656	NA	Intergenic	Intergenic	268923	NM_004384	1456	Hs.129206	NM_004384	ENSG00000151292	CSNK1G3	CKI-gamma 3|CSNK1G3L	casein kinase 1 gamma 3	protein-coding
master_peak_5519	chr5	127204207	127204207	+	127.36	NA	Intergenic	L1MB1|LINE|L1	-86557	NM_001308121	84466	Hs.438709	NM_032446	ENSG00000145794	MEGF10	EMARDD	multiple EGF like domains 10	protein-coding
master_peak_7861	chr5	169957167	169957167	+	127.147	NA	intron (NM_001346304, intron 1 of 3)	L2c|LINE|L2	23328	NM_001346304	100131897	Hs.721917	NM_001129891	ENSG00000204767	INSYN2B	C5orf57|FAM196B	inhibitory synaptic factor family member 2B	protein-coding
master_peak_6564	chr5	143986122	143986122	+	127.085	NA	Intergenic	Intergenic	173961	NM_021182	57824	Hs.158320	NM_021182	ENSG00000158497	HMHB1	HB-1|HB-1Y|HLA-HB1	histocompatibility minor HB-1	protein-coding
master_peak_6864	chr5	149440285	149440285	+	127.045	NA	Intergenic	MIRc|SINE|MIR	9639	NR_029686	406937		NR_029686	ENSG00000276365	MIR145	MIRN145|miR-145|miRNA145	microRNA 145	ncRNA
master_peak_5244	chr5	121366942	121366942	+	126.986	NA	Intergenic	Intergenic	44392	NR_104999	102467226		NR_104999		LOC102467226	-	uncharacterized LOC102467226	ncRNA
master_peak_4622	chr5	104179455	104179455	+	126.912	NA	Intergenic	HUERS-P3-int|LTR|ERV1	-616666	NM_001300741	83594	Hs.434289	NM_031438	ENSG00000112874	NUDT12	-	nudix hydrolase 12	protein-coding
master_peak_6480	chr5	142822384	142822384	+	126.766	NA	intron (NM_001349547, intron 1 of 21)	intron (NM_001349547, intron 1 of 21)	46526	NR_046680	100874239	Hs.570896	NR_046680	ENSG00000226272	ARHGAP26-AS1	-	ARHGAP26 antisense RNA 1	ncRNA
master_peak_3354	chr5	76623605	76623605	+	126.624	NA	promoter-TSS (NM_001256566)	promoter-TSS (NM_001256566)	-202	NM_001256566	2151	Hs.42502	NM_004101	ENSG00000164220	F2RL2	PAR-3|PAR3	coagulation factor II thrombin receptor like 2	protein-coding
master_peak_8060	chr5	173294353	173294353	+	126.532	NA	Intergenic	Intergenic	-9377	NR_162132	113219469		NR_162132		MIR12118	-	microRNA 12118	ncRNA
master_peak_4236	chr5	95731502	95731502	+	126.492	NA	5' UTR (NM_014899, exon 1 of 12)	5' UTR (NM_014899, exon 1 of 12)	166	NM_014899	22836	Hs.445030	NM_014899	ENSG00000164292	RHOBTB3	-	Rho related BTB domain containing 3	protein-coding
master_peak_6209	chr5	139459161	139459161	+	126.395	NA	intron (NR_121659, intron 1 of 10)	intron (NR_121659, intron 1 of 10)	3582	NM_001077693	641700	Hs.483538	NM_001077693	ENSG00000249751	ECSCR	ARIA|ECSM2	endothelial cell surface expressed chemotaxis and apoptosis regulator	protein-coding
master_peak_605	chr5	10761666	10761666	+	126.317	NA	promoter-TSS (NM_001291963)	promoter-TSS (NM_001291963)	-432	NM_001291963	1611	Hs.75189	NM_004394	ENSG00000112977	DAP	-	death associated protein	protein-coding
master_peak_2627	chr5	60688643	60688643	+	126.304	NA	intron (NM_001145208, intron 1 of 9)	MIR3|SINE|MIR	11523	NM_001145208	55789	Hs.482233	NM_018369	ENSG00000035499	DEPDC1B	BRCC3|XTP1	DEP domain containing 1B	protein-coding
master_peak_3904	chr5	88664035	88664035	+	126.302	NA	TTS (NR_024384)	TTS (NR_024384)	2904	NR_030741	407047		NR_030741	ENSG00000284447	MIR9-2	MIRN9-2|hsa-mir-9-2|miRNA9-2|mir-9-2	microRNA 9-2	ncRNA
master_peak_743	chr5	13633094	13633094	+	126.276	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	311386	NM_001369	1767	Hs.212360	NM_001369	ENSG00000039139	DNAH5	CILD3|DNAHC5|HL1|KTGNR|PCD	dynein axonemal heavy chain 5	protein-coding
master_peak_4564	chr5	102910718	102910718	+	126.178	NA	intron (NR_157231, intron 5 of 14)	intron (NR_157231, intron 5 of 14)	44895	NM_138766	5066	Hs.369430	NM_000919	ENSG00000145730	PAM	PAL|PHM	peptidylglycine alpha-amidating monooxygenase	protein-coding
master_peak_2239	chr5	53470627	53470627	+	126.099	NA	Intergenic	Intergenic	-10002	NM_006350	10468	Hs.9914	NM_006350	ENSG00000134363	FST	FS	follistatin	protein-coding
master_peak_5665	chr5	130652572	130652572	+	126.046	NA	Intergenic	Intergenic	512684	NM_005340	3094	Hs.483305	NM_005340	ENSG00000169567	HINT1	HINT|NMAN|PKCI-1|PRKCNH1	histidine triad nucleotide binding protein 1	protein-coding
master_peak_5683	chr5	131243238	131243238	+	125.982	NA	Intergenic	MER45A|DNA|hAT-Tip100	-20771	NM_020240	56990	Hs.508829	NM_020240	ENSG00000158985	CDC42SE2	SPEC2	CDC42 small effector 2	protein-coding
master_peak_588	chr5	10601717	10601717	+	125.943	NA	intron (NM_001164440, intron 1 of 3)	intron (NM_001164440, intron 1 of 3)	37647	NM_001164440	651746	Hs.26039	NM_001164440	ENSG00000164236	ANKRD33B	-	ankyrin repeat domain 33B	protein-coding
master_peak_3455	chr5	78496797	78496797	+	125.938	NA	intron (NM_005779, intron 4 of 4)	L2a|LINE|L2	136180	NR_110885	9522	Hs.482587	NM_004866	ENSG00000085365	SCAMP1	SCAMP|SCAMP37	secretory carrier membrane protein 1	protein-coding
master_peak_5272	chr5	122099393	122099393	+	125.865	NA	Intergenic	Intergenic	-21134	NM_002317	4015	Hs.102267	NM_002317	ENSG00000113083	LOX	AAT10	lysyl oxidase	protein-coding
master_peak_5214	chr5	120446420	120446420	+	125.779	NA	Intergenic	LTR33A|LTR|ERVL	-17858	NM_016644	51334	Hs.157461	NM_016644	ENSG00000184838	PRR16	DSC54|LARGEN	proline rich 16	protein-coding
master_peak_1679	chr5	37738506	37738506	+	125.76	NA	intron (NM_001345998, intron 17 of 17)	intron (NM_001345998, intron 17 of 17)	96316	NM_001278098	2668	Hs.248114	NM_000514	ENSG00000168621	GDNF	ATF|ATF1|ATF2|HFB1-GDNF|HSCR3	glial cell derived neurotrophic factor	protein-coding
master_peak_975	chr5	17191051	17191051	+	125.733	NA	intron (NR_027253, intron 1 of 2)	intron (NR_027253, intron 1 of 2)	-25772	NM_001271606	10409	Hs.201641	NM_006317	ENSG00000176788	BASP1	CAP-23|CAP23|NAP-22|NAP22	brain abundant membrane attached signal protein 1	protein-coding
master_peak_5320	chr5	122973357	122973357	+	125.539	NA	intron (NM_014035, intron 3 of 6)	HERVL-int|LTR|ERVL	63368	NM_000943	5480	Hs.110364	NM_000943	ENSG00000168938	PPIC	CYPC	peptidylprolyl isomerase C	protein-coding
master_peak_1435	chr5	33154278	33154278	+	125.491	NA	Intergenic	Intergenic	-75457	NR_147008	105374716	Hs.582475	NR_147008	ENSG00000251443	LINC02160	-	long intergenic non-protein coding RNA 2160	ncRNA
master_peak_7377	chr5	159107149	159107149	+	125.476	NA	intron (NR_109890, intron 1 of 2)	L2c|LINE|L2	6666	NR_109890	101927740	Hs.738721	NR_109890	ENSG00000245812	LINC02202	-	long intergenic non-protein coding RNA 2202	ncRNA
master_peak_3611	chr5	81315784	81315784	+	125.392	NA	Intergenic	Intergenic	14197	NM_001131035	84240	Hs.15536	NM_032280	ENSG00000131732	ZCCHC9	PPP1R41	zinc finger CCHC-type containing 9	protein-coding
master_peak_5558	chr5	127887605	127887605	+	125.292	NA	intron (NM_001317938, intron 6 of 6)	intron (NM_001317938, intron 6 of 6)	184216	NM_001317938	728586	Hs.582532	NM_001317938	ENSG00000230561	CCDC192	LINC01183	coiled-coil domain containing 192	protein-coding
master_peak_3720	chr5	83430812	83430812	+	125.28	NA	Intergenic	Intergenic	-40862	NM_001164097	1462	Hs.643801	NM_004385	ENSG00000038427	VCAN	CSPG2|ERVR|GHAP|PG-M|WGN|WGN1	versican	protein-coding
master_peak_932	chr5	16553149	16553149	+	125.223	NA	intron (NM_001034850, intron 3 of 8)	intron (NM_001034850, intron 3 of 8)	-44151	NM_019000	54463	Hs.481704	NM_019000	ENSG00000154153	RETREG1	FAM134B|JK-1|JK1	reticulophagy regulator 1	protein-coding
master_peak_2228	chr5	53362944	53362944	+	125.133	NA	Intergenic	Intergenic	-117685	NM_006350	10468	Hs.9914	NM_006350	ENSG00000134363	FST	FS	follistatin	protein-coding
master_peak_7985	chr5	172293835	172293835	+	124.916	NA	intron (NR_130933, intron 1 of 1)	intron (NR_130933, intron 1 of 1)	8238	NR_130933	100288254	Hs.531911	NM_001007542		LOC100288254	-	uncharacterized LOC100288254	ncRNA
master_peak_91	chr5	893099	893099	+	124.877	NA	promoter-TSS (NR_134296)	promoter-TSS (NR_134296)	215	NM_004237	9319	Hs.436187	NM_004237	ENSG00000071539	TRIP13	16E1BP|MVA3	thyroid hormone receptor interactor 13	protein-coding
master_peak_576	chr5	10467710	10467710	+	124.798	NA	Intergenic	MER4C|LTR|ERV1	-10327	NR_106747	102465138		NR_106747	ENSG00000277073	MIR6131	hsa-mir-6131	microRNA 6131	ncRNA
master_peak_7028	chr5	151093822	151093822	+	124.709	NA	Intergenic	MIR3|SINE|MIR	-6137	NM_001252390	10318	Hs.355141	NM_006058	ENSG00000145901	TNIP1	ABIN-1|NAF1|VAN|nip40-1	TNFAIP3 interacting protein 1	protein-coding
master_peak_135	chr5	1386173	1386173	+	124.672	NA	Intergenic	CpG	-6100	NR_125810	100506791	Hs.146092	NR_125810	ENSG00000250584	LINC01511	-	long intergenic non-protein coding RNA 1511	ncRNA
master_peak_2846	chr5	65743011	65743011	+	124.504	NA	intron (NM_020726, intron 1 of 12)	intron (NM_020726, intron 1 of 12)	20806	NM_020726	57486	Hs.247460	NM_020726	ENSG00000123213	NLN	AGTBP|EP24.16|MEP|MOP	neurolysin	protein-coding
master_peak_4083	chr5	92518709	92518709	+	124.494	NA	Intergenic	Intergenic	1052634	NR_109825	441094	Hs.457407	NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
master_peak_8373	chr5	178786377	178786377	+	124.398	NA	intron (NR_135095, intron 4 of 10)	MIRb|SINE|MIR	32058	NR_024035	729522	Hs.382790	NR_024035	ENSG00000250420	AACSP1	AACSL	acetoacetyl-CoA synthetase pseudogene 1	pseudo
master_peak_6927	chr5	150059123	150059123	+	124.356	NA	intron (NR_109969, intron 13 of 19)	AluSp|SINE|Alu	27517	NR_109969	1436	Hs.586219	NM_005211	ENSG00000182578	CSF1R	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	colony stimulating factor 1 receptor	protein-coding
master_peak_412	chr5	7904576	7904576	+	124.346	NA	Intergenic	L1MC3|LINE|L1	35428	NR_157172	4552	Hs.481551	NM_002454	ENSG00000124275	MTRR	MSR|cblE	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	protein-coding
master_peak_552	chr5	10235765	10235765	+	124.326	NA	intron (NM_001258389, intron 3 of 4)	intron (NM_001258389, intron 3 of 4)	14123	NM_199133	134145	Hs.481569	NM_199133	ENSG00000150756	ATPSCKMT	FAM173B|JS-2|hFAM173B	ATP synthase c subunit lysine N-methyltransferase	protein-coding
master_peak_5638	chr5	129768304	129768304	+	124.292	NA	Intergenic	Intergenic	20210	NM_001257308	100127206	Hs.582534	NM_001257308	ENSG00000186367	MINAR2	KIAA1024L	membrane integral NOTCH2 associated receptor 2	protein-coding
master_peak_4996	chr5	113606898	113606898	+	124.058	NA	Intergenic	HUERS-P3b-int|LTR|ERV1	93204	NM_001345976	64848	Hs.231942	NM_022828	ENSG00000047188	YTHDC2	CAHL|hYTHDC2	YTH domain containing 2	protein-coding
master_peak_8368	chr5	178626867	178626867	+	123.716	NA	intron (NM_020666, intron 1 of 12)	CpG	183	NM_020666	57396	Hs.406557	NM_020666	ENSG00000113240	CLK4	-	CDC like kinase 4	protein-coding
master_peak_6805	chr5	148805702	148805702	+	123.695	NA	Intergenic	MER102b|DNA|hAT-Charlie	-20891	NM_000024	154	Hs.2551	NM_000024	ENSG00000169252	ADRB2	ADRB2R|ADRBR|B2AR|BAR|BETA2AR	adrenoceptor beta 2	protein-coding
master_peak_4305	chr5	96657535	96657535	+	123.655	NA	Intergenic	Intergenic	-4502	NM_001042442	831	Hs.436186	NM_001750	ENSG00000153113	CAST	BS-17|PLACK	calpastatin	protein-coding
master_peak_6995	chr5	150637874	150637874	+	123.556	NA	intron (NM_001166208, intron 2 of 2)	intron (NM_001166208, intron 2 of 2)	-2786	NM_007286	11346	Hs.435228	NM_007286	ENSG00000171992	SYNPO	-	synaptopodin	protein-coding
master_peak_4486	chr5	100840802	100840802	+	123.489	NA	intron (NM_005668, intron 4 of 4)	intron (NM_005668, intron 4 of 4)	-24237	NR_031686	100302288		NR_031686	ENSG00000221263	MIR548P	MIRN548P|hsa-mir-548p	microRNA 548p	ncRNA
master_peak_7441	chr5	160022174	160022174	+	123.316	NA	intron (NM_003314, intron 2 of 7)	intron (NM_003314, intron 2 of 7)	13035	NM_003314	7265	Hs.519718	NM_003314	ENSG00000113312	TTC1	TPR1	tetratricopeptide repeat domain 1	protein-coding
master_peak_3397	chr5	77168232	77168232	+	123.254	NA	Intergenic	Intergenic	-12072	NM_001349750	8622	Hs.584830	NM_003719	ENSG00000113231	PDE8B	ADSD|PPNAD3	phosphodiesterase 8B	protein-coding
master_peak_4002	chr5	90747535	90747535	+	123.098	NA	intron (NR_003149, intron 52 of 89)	MER68|LTR|ERVL	188738	NM_032119	84059	Hs.591777	NM_032119	ENSG00000164199	ADGRV1	FEB4|GPR98|MASS1|USH2B|USH2C|VLGR1|VLGR1b	adhesion G protein-coupled receptor V1	protein-coding
master_peak_3182	chr5	73365877	73365877	+	123.076	NA	Intergenic	Intergenic	27971	NR_146627	105379033	Hs.145178	NR_146627		LINC02230	-	long intergenic non-protein coding RNA 2230	ncRNA
master_peak_2429	chr5	57317104	57317104	+	122.904	NA	Intergenic	Intergenic	103030	NM_001127236	65056	Hs.444279	NM_022913	ENSG00000062194	GPBP1	GPBP|SSH6|VASCULIN	GC-rich promoter binding protein 1	protein-coding
master_peak_3461	chr5	78540942	78540942	+	122.877	NA	intron (NM_005779, intron 3 of 4)	intron (NM_005779, intron 3 of 4)	107830	NM_005779	10184	Hs.79299	NM_005779	ENSG00000145685	LHFPL2	-	LHFPL tetraspan subfamily member 2	protein-coding
master_peak_801	chr5	14352437	14352437	+	122.8	NA	intron (NM_007118, intron 11 of 56)	intron (NM_007118, intron 11 of 56)	-111546	NR_145815	109623458		NR_145815		SNORD170	-	small nucleolar RNA, C/D box 170	snoRNA
master_peak_2528	chr5	59039669	59039669	+	122.681	NA	promoter-TSS (NM_001197222)	promoter-TSS (NM_001197222)	-193	NM_001197221	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
master_peak_2011	chr5	43390057	43390057	+	122.436	NA	intron (NM_001301874, intron 1 of 3)	MamRep488|DNA|hAT-Tip100	7080	NM_001301875	56477	Hs.656904	NM_019846	ENSG00000151882	CCL28	CCK1|MEC|SCYA28	C-C motif chemokine ligand 28	protein-coding
master_peak_1985	chr5	43008834	43008834	+	122.402	NA	Intergenic	Intergenic	9977	NR_034086	648987	Hs.649468	NR_034085	ENSG00000177738	LOC648987	-	uncharacterized LOC648987	ncRNA
master_peak_4040	chr5	91314679	91314679	+	122.396	NA	promoter-TSS (NR_103549)	promoter-TSS (NR_103549)	-277	NR_103549	100505994	Hs.628363	NR_103548	ENSG00000248323	LUCAT1	SCAL1|SCAT5	lung cancer associated transcript 1	ncRNA
master_peak_1131	chr5	21152964	21152964	+	122.383	NA	Intergenic	MamGypsy2-I|LTR|Gypsy	-306516	NR_027028	728411	Hs.88181	NM_207331	ENSG00000183666	GUSBP1	-	GUSB pseudogene 1	pseudo
master_peak_6185	chr5	139139206	139139206	+	122.112	NA	intron (NM_022464, intron 1 of 9)	intron (NM_022464, intron 1 of 9)	59162	NM_001037633	64374	Hs.483521	NM_022464	ENSG00000120725	SIL1	BAP|MSS|ULG5	SIL1 nucleotide exchange factor	protein-coding
master_peak_8346	chr5	178164530	178164530	+	122.056	NA	Intergenic	Intergenic	-10570	NM_001034833	55651	Hs.744074	NM_017838	ENSG00000145912	NHP2	DKCB2|NHP2P|NOLA2	NHP2 ribonucleoprotein	protein-coding
master_peak_6957	chr5	150350932	150350932	+	122.049	NA	Intergenic	Intergenic	-6707	NM_001135243	6949	Hs.519672	NM_000356	ENSG00000070814	TCOF1	MFD1|TCS|TCS1|treacle	treacle ribosome biogenesis factor 1	protein-coding
master_peak_760	chr5	13977279	13977279	+	122.011	NA	Intergenic	Intergenic	-32799	NM_001369	1767	Hs.212360	NM_001369	ENSG00000039139	DNAH5	CILD3|DNAHC5|HL1|KTGNR|PCD	dynein axonemal heavy chain 5	protein-coding
master_peak_6496	chr5	142978023	142978023	+	121.97	NA	intron (NR_146198, intron 11 of 22)	intron (NR_146198, intron 11 of 22)	-109113	NR_046680	100874239	Hs.570896	NR_046680	ENSG00000226272	ARHGAP26-AS1	-	ARHGAP26 antisense RNA 1	ncRNA
master_peak_3514	chr5	79346883	79346883	+	121.969	NA	Intergenic	Intergenic	110752	NM_152405	133746	Hs.482605	NM_152405	ENSG00000152409	JMY	WHAMM2|WHDC1L3	junction mediating and regulatory protein, p53 cofactor	protein-coding
master_peak_4703	chr5	107389517	107389517	+	121.936	NA	intron (NM_001962, intron 2 of 4)	intron (NM_001962, intron 2 of 4)	281420	NM_001962	1946	Hs.288741	NM_001962	ENSG00000184349	EFNA5	AF1|EFL5|EPLG7|GLC1M|LERK7|RAGS	ephrin A5	protein-coding
master_peak_2752	chr5	63127520	63127520	+	121.864	NA	Intergenic	Intergenic	548701	NM_181506	100130733	Hs.721348	NM_181506	ENSG00000186105	LRRC70	SLRN	leucine rich repeat containing 70	protein-coding
master_peak_3370	chr5	76806506	76806506	+	121.695	NA	Intergenic	Intergenic	-12524	NM_005242	2150	Hs.744181	NM_005242	ENSG00000164251	F2RL1	GPR11|PAR2	F2R like trypsin receptor 1	protein-coding
master_peak_3601	chr5	81195395	81195395	+	121.674	NA	intron (NM_006909, intron 18 of 26)	intron (NM_006909, intron 18 of 26)	-37925	NM_001099736	1160	Hs.80691	NM_001825	ENSG00000131730	CKMT2	SMTCK	creatine kinase, mitochondrial 2	protein-coding
master_peak_3110	chr5	72242022	72242022	+	121.633	NA	intron (NM_001286748, intron 4 of 11)	intron (NM_001286748, intron 4 of 11)	62235	NM_001324255	4131	Hs.335079	NM_005909	ENSG00000131711	MAP1B	FUTSCH|MAP5|PPP1R102	microtubule associated protein 1B	protein-coding
master_peak_4743	chr5	108217247	108217247	+	121.504	NA	intron (NM_001163315, intron 5 of 8)	LTR25|LTR|ERV1	164851	NM_001163315	64839	Hs.657225	NM_022824	ENSG00000145743	FBXL17	FBXO13|Fbl17|Fbx13	F-box and leucine rich repeat protein 17	protein-coding
master_peak_2283	chr5	54664298	54664298	+	121.46	NA	intron (NR_104658, intron 2 of 2)	L1ME3G|LINE|L1	39026	NR_104659	102467080	Hs.637409	NR_104658		LOC102467080	-	uncharacterized LOC102467080	ncRNA
master_peak_5270	chr5	122077076	122077076	+	121.425	NA	promoter-TSS (NM_001317073)	promoter-TSS (NM_001317073)	98	NM_001317073	4015	Hs.102267	NM_002317	ENSG00000113083	LOX	AAT10	lysyl oxidase	protein-coding
master_peak_5730	chr5	132065729	132065729	+	121.319	NA	Intergenic	Intergenic	5074	NM_000588	3562	Hs.694	NM_000588	ENSG00000164399	IL3	IL-3|MCGF|MULTI-CSF	interleukin 3	protein-coding
master_peak_368	chr5	6704921	6704921	+	121.314	NA	intron (NR_103771, intron 1 of 2)	L2|LINE|L2	2790	NR_103771	100505625	Hs.550028	NR_103771	ENSG00000248677	LINC02102	-	long intergenic non-protein coding RNA 2102	ncRNA
master_peak_6984	chr5	150515064	150515064	+	121.218	NA	intron (NM_001543, intron 1 of 14)	intron (NM_001543, intron 1 of 14)	6933	NM_001543	3340	Hs.222055	NM_001543	ENSG00000070614	NDST1	HSST|MRT46|NST1	N-deacetylase and N-sulfotransferase 1	protein-coding
master_peak_8241	chr5	176661154	176661154	+	121.128	NA	Intergenic	Intergenic	13670	NM_012171	26262	Hs.532129	NM_012171	ENSG00000048140	TSPAN17	FBX23|FBXO23|TM4SF17	tetraspanin 17	protein-coding
master_peak_6652	chr5	146042955	146042955	+	121.102	NA	intron (NM_152550, intron 5 of 9)	intron (NM_152550, intron 5 of 9)	62622	NM_001029869	153770	Hs.162369	NM_001029869	ENSG00000173261	PLAC8L1	-	PLAC8 like 1	protein-coding
master_peak_403	chr5	7816608	7816608	+	120.89	NA	intron (NM_020546, intron 22 of 24)	intron (NM_020546, intron 22 of 24)	34525	NM_001089584	134121	Hs.709979	NM_001089584	ENSG00000215217	C5orf49	-	chromosome 5 open reading frame 49	protein-coding
master_peak_7901	chr5	170633463	170633463	+	120.888	NA	intron (NM_001278339, intron 1 of 7)	L2a|LINE|L2	48007	NR_136214	105377716	Hs.570880	NR_136214	ENSG00000253591	LOC105377716	-	uncharacterized LOC105377716	ncRNA
master_peak_1597	chr5	36079597	36079597	+	120.765	NA	Intergenic	L1PA17|LINE|L1	-12715	NR_031764	167127	Hs.348941	NM_174914	ENSG00000168671	UGT3A2	-	UDP glycosyltransferase family 3 member A2	protein-coding
master_peak_7873	chr5	170220079	170220079	+	120.75	NA	Intergenic	LTR33|LTR|ERVL	-12906	NR_131092	133874	Hs.519749	NM_001102609	ENSG00000234511	C5orf58	-	chromosome 5 open reading frame 58	protein-coding
master_peak_4130	chr5	93504116	93504116	+	120.743	NA	intron (NR_109825, intron 5 of 8)	intron (NR_109825, intron 5 of 8)	67227	NR_109825	441094	Hs.457407	NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
master_peak_6079	chr5	137499471	137499471	+	120.603	NA	promoter-TSS (NM_004598)	promoter-TSS (NM_004598)	-145	NM_004598	6695	Hs.596136	NM_004598	ENSG00000152377	SPOCK1	SPOCK|TESTICAN|TIC1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	protein-coding
master_peak_5967	chr5	135561208	135561208	+	120.543	NA	Intergenic	Intergenic	-17957	NM_001349335	153328	Hs.412418	NM_145282	ENSG00000145832	SLC25A48	-	solute carrier family 25 member 48	protein-coding
master_peak_976	chr5	17203767	17203767	+	120.5	NA	intron (NR_027253, intron 1 of 2)	intron (NR_027253, intron 1 of 2)	-13056	NM_001271606	10409	Hs.201641	NM_006317	ENSG00000176788	BASP1	CAP-23|CAP23|NAP-22|NAP22	brain abundant membrane attached signal protein 1	protein-coding
